Name,Comment,Tag
Mehedi H.,"অনেক সুন্দর একটা পোষাক, কাপড়ের মান ভালো, সেলাই কোয়ালিটি ভালো, আমার অনেক ভালো লেগেছে, চাইলে আপনারাও নিতে পারেন, ধন্যবাদ দারাজকে।",Positive
boradul I,কোয়ালিটি ভালো আছে কিন্তু অর্ডার দিছি এক কালার দিছে আরেক কালার এই ব্যাপারটা মোটেও ভালো লাগে নাই। সেইম কালার হলে ভালো হতো ,Neutral
Sohel F,"আমার বন্ধু কে গিফট করেছি। বন্ধু  অনেক খুশি  হয়েছে। ঠিক মতো, সেইম হুডি দেওয়ার জন্য অনেক ধন্যবাদ দারাজ ও সেলার কে। ",Positive
Dipankar M,প্রথম কালার  ঠিক নাই। সেলাই এত বাজে। কোয়ালিটি এত খারাপ হইছে বলার মত না আর কখনও দারাজ থেকে অর্ডার  করব না। আমি পন্য ফেরত দিতে চাই।,Negative
Biplab H.,ছবির সাথে মিল নাই কোয়ালিটি  তেমন ভালো না লোকাল মার্কেটে  এর থেকে ভালো পাওয়া যায়.আমি টাকা ফেরত চাই,Negative
salmankhan R.,"কথার সাথে কাজের মিল নাই। কালার অনলাইনে দেওয়া একটা, ডেলিভারি দিয়েছে অন্যটা। ",Negative
Nazim U,শার্ট  অর্ডার করেছিলাম। কিন্তু দেখি শার্টের হাত ছিড়া । ছবির সাথে বাস্তবের মিল নেই।,Negative
Nazibul B,সত্যিই চমৎকার একটি প্রোডাক্ট এই দামে এই রকম হুডি পাব আশা করছিলাম না।সেলার ভাই এর ব্যাবহার ও সুন্দর। ,Positive
Masud R,"খুবই বাজে আর খারাপ কাপড়ের তৈরি। তারপর অর্ডার  করেছি এক সাইজের, দিয়েছে অন্য সাইজ। আর কালারেরও কোনো মিল নাই।",Negative
Firoz,"ডিজাইন, কালার এমনকি পন্যটিও ভিন্ন। তবে যেটা পেয়েছি সেটাও ভালো না   এক কথায় নেগেটিভ।",Negative
কাশেম,"কালার টা একটু পরিবর্তন হয়েছে কিন্তু এটা ও ভালো, সব মিলে  টাকা অনুযায়ী খারাপ হয়নি মোটামুটি  ভালো।",Neutral
Md.Mydul I.,ভাই আপনারা যে আমাকে প্রোডাক্ট দিয়েছেন আসল প্রোডাক্টের সাথে মিলিয়ে দেখেন। কোনো মিল নাই। এমনটা কেন করেন ,Negative
AMINUL I.,লজ্জার কিছুই নাই চেয়েছিলাম  খয়েরি  কালার দারাজ দিছে  সাদা কালার। আশা  করি নেক্সট টাইম থেকে  ভালো ভাবে প্রোডাক্ট দিবেন,Negative
RUOK F.,এত বাজে প্রোডাক্ট পাবো আশা করিনি। পরতে যাচ্ছি সুতো গুলো ছিঁড়ে গেলো।  যাই হোক খুবই বাজে প্রোডাক্ট।,Negative
Hasan A.,"কালার পরিবর্তন করে আপনার পছন্দের পন্য পাঠিয়ে ক্যারিয়ার ধবংস করলেন না তো? আমিতো আর কখনো কোন পন্য অর্ডার  করব না, বরং অন্যকে এ ব্যাপারে নিরুতসাহিত করব।",Negative
SHAKIL B.,"আমি যে  কালার পছন্দ করে অর্ডার  করেছিলাম আমাকে সে কালার দেয়নি সেলার ,অন্য কালার দিছে,দারাজ এবং সেলার ,আরো কঠোর হতে হবে সেলারদের প্রতি।",Negative
